selling_price (in lakhs),age,seller_type,km_driven (in thousands),owner_type,fuel_type,transmission_type,mileage,engine_size (in cc),max_power (in bhp),seats,maker,model,variant
1.65,13.0,Dealer,44.0,First Owner,Petrol,Manual,18.9,1061,67.0,5,MARUTI,WAGON,R VXI MINOR
2.75,4.0,Dealer,8.0,First Owner,Petrol,Automatic,21.9,624,37.48,4,TATA,NANO,XTA
6.75,5.0,Dealer,40.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
5.25,5.0,Dealer,70.0,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,VVT ZXI
6.25,4.0,Dealer,58.0,First Owner,Diesel,Manual,25.2,1248,74.0,5,MARUTI,SWIFT,VDI BSIV
5.6,4.0,Dealer,9.653,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,MAGNA 1.2
3.25,5.0,Dealer,31.0,First Owner,CNG,Manual,32.26,998,58.2,4,MARUTI,ALTO,K10 LXI CNG OPTIONAL
3.18,10.0,Dealer,30.68,First Owner,Diesel,Manual,23.0,1396,90.0,5,HYUNDAI,I20,1.4 CRDI ASTA
4.1,3.0,Trustmark Dealer,20.067,First Owner,Petrol,Manual,21.63,998,67.04,5,MARUTI,CELERIO,VXI
5.25,6.0,Dealer,82.25,First Owner,Diesel,Manual,28.4,1248,74.0,5,MARUTI,SWIFT,VDI
4.9,6.0,Dealer,49.0,First Owner,Petrol,Automatic,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 AT ASTA
7.25,4.0,Dealer,58.0,First Owner,Petrol,Manual,20.85,1197,83.14,5,MARUTI,SWIFT,DZIRE ZXI
1.7,6.0,Individual,185.0,First Owner,Diesel,Manual,25.44,936,56.3,5,CHEVROLET,BEAT,DIESEL LS
35.0,1.0,Dealer,34.0,First Owner,Diesel,Automatic,18.56,1995,190.0,5,BMW,X3,XDRIVE 20D EXPEDITION
19.0,2.0,Dealer,19.0,First Owner,Diesel,Automatic,11.36,2755,171.5,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.8 GX AT BSIV
4.3,6.0,Individual,152.0,First Owner,Diesel,Manual,21.04,1461,83.8,7,RENAULT,LODGY,85PS RXE 7 SEATER
5.5,4.0,Dealer,48.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA SPORTZ BSIV
6.8,4.0,Dealer,28.221,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2 BS IV
3.6,9.0,Dealer,84.0,First Owner,Diesel,Manual,23.0,1396,90.0,5,HYUNDAI,I20,ERA DIESEL
8.25,2.0,Dealer,20.0,First Owner,Petrol,Manual,19.5,1199,88.76,5,HONDA,AMAZE,V PETROL BSIV
3.25,11.0,Dealer,50.2,First Owner,Petrol,Manual,16.51,1586,103.2,5,MARUTI,SX4,ZXI MT BSIV LEATHER
3.25,10.0,Dealer,35.0,First Owner,Petrol,Manual,16.95,1498,97.7,5,NISSAN,SUNNY,PETROL SPECIAL EDITION
1.9,12.0,Dealer,81.0,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,ERA 1.1
3.25,11.0,Individual,70.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
2.15,8.0,Dealer,13.0,First Owner,Petrol,Manual,20.92,998,67.1,5,MARUTI,ALTO,K10 2010-2014 VXI
5.21,7.0,Dealer,56.227,First Owner,Diesel,Manual,20.45,1461,83.8,5,NISSAN,TERRANO,XL PLUS 85 PS
7.6,6.0,Individual,80.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC SV
3.95,9.0,Dealer,47.0,First Owner,Petrol,Automatic,19.2,1197,80.0,5,HYUNDAI,I10,ASTA SUNROOF AT
7.5,7.0,Individual,106.38,First Owner,Diesel,Manual,20.6,1968,141.0,5,SKODA,OCTAVIA,ACTIVE 2.0 TDI MT
4.8,6.0,Individual,60.0,First Owner,Petrol,Automatic,17.97,1498,99.6,5,NISSAN,SUNNY,XL CVT
6.5,5.0,Dealer,23.0,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ZETA AUTOMATIC
3.5,7.0,Dealer,44.0,First Owner,Diesel,Manual,23.0,1248,88.7,5,TATA,ZEST,QUADRAJET 1.3 XM
5.75,5.0,Dealer,55.0,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,FIGO,1.5D TITANIUM MT
3.2,6.0,Dealer,52.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 VXI AIRBAG
8.85,3.0,Dealer,35.512,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI EX MT
6.45,5.0,Dealer,49.0,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC SV
2.95,10.0,Dealer,58.0,First Owner,CNG,Manual,20.88,1196,61.7,5,MARUTI,EECO,CNG 5 SEATER AC
5.45,4.0,Dealer,35.0,First Owner,Petrol,Manual,17.71,1197,78.9,5,TOYOTA,ETIOS,LIVA 1.2 VX
6.1,4.0,Individual,40.0,First Owner,Diesel,Manual,15.3,2956,83.83,7,TATA,SUMO,GOLD EX
5.3,4.0,Dealer,60.0,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AT
6.75,2.0,Individual,30.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ALPHA 1.2
7.75,12.0,Dealer,126.95,First Owner,Diesel,Manual,12.8,2494,102.0,7,TOYOTA,INNOVA,2.5 G4 DIESEL 7-SEATER
9.15,7.0,Dealer,40.0,First Owner,Diesel,Automatic,19.3,1968,141.0,5,SKODA,OCTAVIA,AMBITION 2.0 TDI AT
9.95,3.0,Dealer,20.9,First Owner,Diesel,Automatic,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI AMT
7.3,4.0,Dealer,54.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,1.2 ASTA OPTION
3.65,9.0,Dealer,65.0,First Owner,Diesel,Manual,22.07,1199,73.9,5,VOLKSWAGEN,POLO,DIESEL HIGHLINE 1.2L
7.6,3.0,Dealer,18.0,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ALPHA AUTOMATIC
14.99,11.0,Dealer,64.0,First Owner,Petrol,Automatic,8.77,4395,402.0,5,BMW,7,SERIES 750LI
10.5,3.0,Individual,60.0,First Owner,Diesel,Automatic,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI PLUS AMT DUAL TONE
5.4,7.0,Dealer,76.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE VDI
3.75,3.0,Dealer,35.0,First Owner,Petrol,Automatic,24.04,999,67.0,5,RENAULT,KWID,AMT RXL
3.7,6.0,Dealer,52.627,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI SPORTZ
3.1,4.0,Individual,100.0,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 LXI OPTIONAL
9.0,2.0,Dealer,24.0,First Owner,Diesel,Manual,21.5,1497,108.5,5,TATA,NEXON,1.5 REVOTORQ XT
4.5,6.0,Dealer,51.118,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AT
5.85,9.0,Dealer,67.0,First Owner,Diesel,Manual,20.77,1248,88.76,7,MARUTI,ERTIGA,VDI
1.6,11.0,Individual,60.0,First Owner,Diesel,Manual,20.4,1248,91.2,5,FIAT,LINEA,ACTIVE (DIESEL)
6.5,3.0,Individual,25.0,First Owner,Petrol,Manual,19.0,1194,94.68,5,FORD,FREESTYLE,TITANIUM PETROL BSIV
2.95,5.0,Dealer,38.4,First Owner,Petrol,Manual,22.7,799,53.64,5,DATSUN,REDIGO,T OPTION
3.5,10.0,Dealer,55.845,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,SPORTZ 1.2
4.45,10.0,Dealer,65.0,First Owner,Diesel,Manual,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX
5.85,9.0,Dealer,36.905,First Owner,Petrol,Manual,17.0,1497,118.0,5,HONDA,CITY,1.5 E MT
1.7,5.0,Individual,30.0,First Owner,Petrol,Manual,22.7,799,53.64,5,DATSUN,REDIGO,T
27.0,4.0,Dealer,40.8,First Owner,Diesel,Automatic,17.05,1995,184.0,5,BMW,X1,SDRIVE 20D SPORTLINE
25.75,7.0,Dealer,35.0,First Owner,Petrol,Automatic,13.0,2987,210.0,5,MERCEDES-BENZ,S-CLASS,S 300 L
7.25,4.0,Individual,80.0,First Owner,Diesel,Manual,24.52,1248,88.5,7,MARUTI,ERTIGA,SHVS VDI
6.0,9.0,Individual,95.0,First Owner,Diesel,Manual,21.8,1461,78.0,5,RENAULT,FLUENCE,DIESEL E4
2.95,8.0,Dealer,74.0,First Owner,Diesel,Manual,22.1,1248,76.9,5,CHEVROLET,SAIL,HATCHBACK DIESEL
7.2,3.0,Dealer,11.297,First Owner,Diesel,Manual,24.7,1498,98.63,5,HONDA,AMAZE,V DIESEL
5.5,5.0,Individual,70.0,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S I-VTECH
6.1,4.0,Individual,25.565,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ZETA 1.2
14.5,6.0,Dealer,120.0,First Owner,Diesel,Manual,12.99,2494,100.6,8,TOYOTA,INNOVA,2.5 VX (DIESEL) 8 SEATER
6.25,5.0,Dealer,23.0,First Owner,Petrol,Manual,17.01,1591,121.3,5,HYUNDAI,VERNA,1.6 VTVT SX
3.8,6.0,Individual,110.0,First Owner,Diesel,Manual,20.0,1399,68.05,5,FORD,FIGO,DIESEL ZXI
3.4,9.0,Dealer,155.0,First Owner,Diesel,Manual,21.14,1498,103.52,5,SKODA,RAPID,1.5 TDI ELEGANCE
3.0,9.0,Individual,100.0,First Owner,Petrol,Manual,19.1,1197,85.8,5,MARUTI,SWIFT,DZIRE VXI
7.0,6.0,Individual,80.0,First Owner,Diesel,Manual,19.98,1461,108.5,8,RENAULT,LODGY,110PS RXZ 8 SEATER
1.99,14.0,Dealer,78.25,First Owner,Petrol,Manual,15.5,1586,103.3,5,MARUTI,SX4,ZXI MT BSIV
6.25,9.0,Dealer,73.615,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,2011-2015 W8 FWD
37.5,5.0,Individual,35.0,First Owner,Diesel,Automatic,18.12,1995,190.0,5,BMW,5,SERIES 520D LUXURY LINE
29.0,5.0,Dealer,55.202,First Owner,Diesel,Automatic,18.88,1995,184.0,5,BMW,3,SERIES 320D SPORT LINE
4.9,5.0,Dealer,22.169,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,VXI AT
5.25,7.0,Individual,40.0,First Owner,Diesel,Manual,22.32,1582,126.3,5,HYUNDAI,VERNA,1.6 CRDI
4.95,9.0,Dealer,42.981,First Owner,Diesel,Automatic,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX CRDI (O) AT
16.0,3.0,Individual,36.0,First Owner,Diesel,Manual,17.6,2179,153.86,7,TATA,HEXA,XT 4X4
6.5,2.0,Individual,40.0,First Owner,Diesel,Manual,26.1,1498,99.23,5,FORD,ASPIRE,TITANIUM PLUS DIESEL BSIV
4.0,4.0,Individual,70.0,First Owner,Petrol,Automatic,20.51,998,67.0,5,MARUTI,WAGON,R AMT VXI
4.3,8.0,Individual,90.0,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,VDI
6.5,6.0,Individual,120.0,First Owner,Diesel,Manual,22.54,1396,88.73,5,HYUNDAI,I20,ASTA OPTION 1.4 CRDI
3.6,6.0,Dealer,42.862,First Owner,Electric,Automatic,120.0,0,25.5,5,MAHINDRA,E2O,T2
5.1,5.0,Dealer,17.0,First Owner,Petrol,Automatic,19.34,1198,76.0,5,NISSAN,MICRA,XV CVT
5.95,6.0,Dealer,70.1,First Owner,Diesel,Manual,27.3,1498,98.6,5,HONDA,JAZZ,1.5 VX I DTEC
39.9,3.0,Dealer,28.0,First Owner,Petrol,Automatic,22.37,2487,214.56,5,LEXUS,ES,300H
6.75,6.0,Dealer,40.0,First Owner,Petrol,Manual,19.34,1462,103.0,7,MARUTI,ERTIGA,ZXI PETROL
6.5,5.0,Dealer,52.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,VXI PLUS
8.75,5.0,Dealer,82.706,First Owner,Diesel,Manual,22.77,1498,98.59,5,FORD,ECOSPORT,2015-2021 1.5 TDCI TITANIUM PLUS BE BSIV
6.3,4.0,Individual,83.0,First Owner,Diesel,Manual,25.2,1248,74.0,5,MARUTI,SWIFT,VDI BSIV
13.95,9.0,Dealer,48.9,First Owner,Diesel,Automatic,14.84,2143,170.0,5,MERCEDES-BENZ,C-CLASS,220 CDI AT
18.99,3.0,Dealer,20.306,First Owner,Diesel,Automatic,15.1,2179,152.87,7,MAHINDRA,XUV500,W11 OPTION AT BSIV
13.25,11.0,Dealer,102.0,First Owner,Diesel,Automatic,14.0,2987,224.0,5,MERCEDES-BENZ,M-CLASS,ML 350 CDI CORPORATE
2.5,9.0,Individual,80.0,First Owner,Diesel,Manual,20.3,1248,75.0,5,FIAT,GRANDE,PUNTO ACTIVE (DIESEL)
2.45,9.0,Individual,43.94,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,SPORTZ 1.1L
3.8,4.0,Individual,140.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 1.2 KAPPA SPORTZ BSIV
16.0,2.0,Individual,30.0,First Owner,Petrol,Automatic,16.0,1368,160.0,5,JEEP,COMPASS,1.4 LIMITED
6.9,6.0,Dealer,93.292,First Owner,Diesel,Manual,19.64,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXL
2.26,8.0,Individual,150.0,First Owner,Diesel,Manual,21.02,1248,88.76,5,TATA,MANZA,CLUB CLASS QUADRAJET90 LX
3.75,11.0,Dealer,60.0,First Owner,Petrol,Automatic,16.95,1197,78.9,5,HYUNDAI,I10,SPORTZ 1.2 AT
26.0,6.0,Dealer,65.0,First Owner,Diesel,Automatic,14.69,2993,258.0,5,BMW,5,SERIES 530D M SPORT
4.3,10.0,Individual,52.0,First Owner,Petrol,Manual,16.0,1368,90.0,5,FIAT,LINEA,EMOTION PACK
6.4,7.0,Dealer,77.0,First Owner,Diesel,Manual,20.77,1248,88.76,7,MARUTI,ERTIGA,VDI
5.75,4.0,Dealer,35.0,First Owner,Petrol,Manual,20.89,1197,81.8,5,MARUTI,IGNIS,1.2 DELTA BSIV
3.75,6.0,Individual,35.0,First Owner,Petrol,Manual,18.5,1197,85.8,5,MARUTI,RITZ,VXI
3.75,9.0,Dealer,68.0,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXL
8.5,3.0,Dealer,40.0,First Owner,Petrol,Manual,17.4,1497,117.6,5,HONDA,CITY,V MT
4.5,5.0,Dealer,80.0,First Owner,Petrol,Manual,20.85,1197,83.14,5,MARUTI,SWIFT,DZIRE LXI OPTIONAL-O
6.45,4.0,Dealer,8.0,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2 BS IV
7.75,4.0,Dealer,26.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,1.4 ALPHA
5.45,10.0,Dealer,100.0,First Owner,Diesel,Manual,11.5,1991,147.9,7,CHEVROLET,CAPTIVA,LT
6.1,5.0,Dealer,42.7,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,DELTA 1.2
24.0,7.0,Dealer,52.0,First Owner,Diesel,Automatic,12.7,2179,187.7,5,LAND-ROVER,RANGE,ROVER EVOQUE 2.2L PURE
6.0,5.0,Individual,30.0,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 SV I VTEC
7.86,6.0,Individual,72.0,First Owner,Diesel,Manual,20.77,1248,88.8,7,MARUTI,ERTIGA,ZDI
1.0,12.0,Dealer,97.98,First Owner,Petrol,Manual,14.7,1150,76.0,5,CHEVROLET,AVEO,U-VA 1.2 LT
4.25,6.0,Individual,70.0,First Owner,Diesel,Manual,20.14,1498,88.8,5,VOLKSWAGEN,POLO,1.5 TDI COMFORTLINE
9.5,2.0,Dealer,37.0,First Owner,Diesel,Manual,16.5,1493,70.0,7,MAHINDRA,BOLERO,POWER PLUS ZLX
17.51,11.0,Dealer,50.0,First Owner,Petrol,Automatic,10.13,3498,364.9,5,MERCEDES-BENZ,S-CLASS,S 350 L
3.3,10.0,Individual,213.0,First Owner,Diesel,Manual,21.5,1248,88.8,5,MARUTI,SX4,VDI
40.0,4.0,Dealer,59.0,First Owner,Diesel,Automatic,17.9,2143,201.15,5,MERCEDES-BENZ,GLE,CLASS 250D
7.0,7.0,Individual,90.0,First Owner,Diesel,Manual,20.45,1461,83.8,5,NISSAN,TERRANO,XL 85 PS
11.8,5.0,Dealer,99.11,First Owner,Diesel,Automatic,16.0,2179,140.0,7,MAHINDRA,XUV500,AT W10 FWD
5.75,5.0,Individual,53.5,First Owner,Diesel,Manual,25.83,1498,99.0,5,FORD,ASPIRE,1.5 TDCI TITANIUM
32.0,3.0,Dealer,13.868,First Owner,Petrol,Automatic,13.1,1997,141.1,5,HONDA,CR-V,2.0 AT
3.95,8.0,Dealer,94.952,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
32.0,3.0,Dealer,15.0,First Owner,Diesel,Automatic,19.27,2143,167.62,5,MERCEDES-BENZ,C-CLASS,C 220D AVANTGARDE EDITION C
2.85,8.0,Individual,30.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI BS IV
5.4,5.0,Dealer,24.0,First Owner,Petrol,Manual,17.3,1497,117.3,7,HONDA,MOBILIO,S I VTEC
2.5,10.0,Individual,20.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LXI BS IV
6.8,3.0,Individual,100.0,First Owner,Diesel,Manual,17.3,1497,121.0,8,MAHINDRA,MARAZZO,M2 8STR BSIV
8.75,5.0,Dealer,47.0,First Owner,Petrol,Manual,15.4,1497,117.3,7,HONDA,BRV,I-VTEC VX MT
3.15,10.0,Individual,85.0,First Owner,Diesel,Manual,16.52,1991,123.7,5,CHEVROLET,OPTRA,MAGNUM 2.0 LT
5.25,8.0,Dealer,64.0,First Owner,Diesel,Manual,22.7,1498,89.84,5,FORD,ECOSPORT,1.5 DV5 MT TITANIUM
6.7,5.0,Dealer,35.0,First Owner,Petrol,Manual,15.85,1499,110.4,5,FORD,ECOSPORT,2015-2021 1.5 TI VCT MT TITANIUM BSIV
7.5,3.0,Dealer,9.339,First Owner,Petrol,Manual,18.78,999,75.0,5,VOLKSWAGEN,POLO,2015-2019 1.0 MPI HIGHLINE PLUS
3.8,11.0,Individual,40.0,First Owner,Diesel,Manual,13.6,2523,63.0,7,MAHINDRA,BOLERO,DI BSIII
3.75,7.0,Dealer,57.258,First Owner,Diesel,Manual,25.8,1498,98.6,5,HONDA,AMAZE,S I-DTECH
5.3,6.0,Dealer,39.048,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 ASTA OPTION
8.9,3.0,Individual,22.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI
13.5,7.0,Dealer,98.3,First Owner,Diesel,Automatic,17.11,1968,174.33,5,AUDI,A4,2.0 TDI PREMIUM SPORT LIMITED EDITION
3.5,10.0,Individual,100.0,First Owner,Diesel,Manual,23.08,1461,63.1,5,NISSAN,MICRA,DIESEL XV
8.75,3.0,Dealer,11.128,First Owner,CNG,Manual,17.5,1373,80.46,7,MARUTI,ERTIGA,VXI CNG
2.85,10.0,Dealer,70.105,First Owner,Petrol,Manual,16.78,1496,88.73,5,TOYOTA,ETIOS,V
2.79,4.0,Dealer,46.871,First Owner,Petrol,Manual,24.7,796,47.3,5,MARUTI,ALTO,800 LXI
6.15,6.0,Individual,60.0,First Owner,Diesel,Manual,26.59,1248,74.0,5,MARUTI,SWIFT,DZIRE ZDI
14.95,5.0,Dealer,100.0,First Owner,Diesel,Manual,13.68,2393,147.8,8,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 GX MT 8S BSIV
6.0,4.0,Individual,50.0,First Owner,Diesel,Manual,28.4,1248,74.02,5,MARUTI,SWIFT,DZIRE VDI
4.0,11.0,Individual,120.0,First Owner,Diesel,Manual,13.0,2489,95.0,8,MAHINDRA,XYLO,D2
17.5,4.0,Dealer,55.0,First Owner,Petrol,Automatic,11.1,2354,158.8,5,HONDA,CR-V,2.4L 4WD AT
3.25,9.0,Individual,110.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI BSIV
8.81,4.0,Dealer,51.234,First Owner,Diesel,Manual,24.52,1248,88.5,7,MARUTI,ERTIGA,SHVS VDI
25.0,6.0,Individual,90.0,First Owner,Diesel,Automatic,16.36,2179,187.7,5,JAGUAR,XF,2.2 LITRE LUXURY
3.1,5.0,Dealer,12.581,First Owner,Petrol,Manual,14.0,796,35.0,5,MARUTI,OMNI,8 SEATER BSIV
5.0,0.0,Individual,5.0,First Owner,Petrol,Manual,21.7,998,67.0,5,MARUTI,S-PRESSO,VXI
3.5,8.0,Individual,120.0,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXL
2.95,6.0,Dealer,55.0,First Owner,CNG,Manual,26.2,998,58.2,5,MARUTI,WAGON,R LXI CNG
3.35,6.0,Individual,50.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER STANDARD BSIV
2.81,12.0,Individual,80.0,First Owner,Petrol,Automatic,16.8,1497,118.0,5,HONDA,CITY,1.5 V AT
18.0,4.0,Individual,60.0,First Owner,Diesel,Automatic,11.36,2755,171.5,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.8 ZX AT BSIV
4.78,9.0,Dealer,69.934,First Owner,Diesel,Manual,15.4,2179,120.0,8,MAHINDRA,SCORPIO,VLX SE BSIII
6.5,4.0,Individual,15.0,First Owner,Petrol,Manual,17.5,1199,88.7,5,HONDA,WR-V,I-VTEC S
3.3,9.0,Individual,90.0,First Owner,Diesel,Manual,11.57,2179,138.1,7,TATA,SAFARI,2005-2017 DICOR 2.2 EX 4X2
3.5,7.0,Dealer,78.5,First Owner,Diesel,Manual,18.2,1248,73.8,8,CHEVROLET,ENJOY,TCDI LS 8 SEATER
3.6,11.0,Individual,156.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
6.5,3.0,Individual,25.0,First Owner,Petrol,Manual,17.8,1198,86.7,5,HONDA,AMAZE,VX I-VTEC
10.45,2.0,Dealer,15.0,First Owner,Petrol,Manual,19.01,1462,103.26,7,MARUTI,ERTIGA,ZXI
2.95,6.0,Individual,35.0,First Owner,Petrol,Manual,20.51,998,67.06,5,MARUTI,WAGON,R VXI WITH ABS
1.4,8.0,Individual,65.0,First Owner,Diesel,Manual,25.44,936,57.6,5,CHEVROLET,BEAT,DIESEL LT
3.0,8.0,Individual,70.0,First Owner,Diesel,Manual,23.4,1248,74.0,5,MARUTI,SWIFT,DZIRE LDI
5.25,5.0,Individual,51.0,First Owner,Petrol,Manual,20.4,1197,81.8,5,MARUTI,SWIFT,VXI OPTIONAL
3.8,4.0,Individual,60.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 SPORTZ PLUS
6.4,5.0,Dealer,50.125,First Owner,Petrol,Manual,19.0,1197,85.8,5,MARUTI,SWIFT,DZIRE TOUR LXI
5.0,9.0,Individual,90.0,First Owner,Diesel,Manual,23.0,1396,90.0,5,HYUNDAI,I20,1.4 CRDI SPORTZ
3.45,2.0,Individual,30.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
2.7,9.0,Dealer,104.76,First Owner,Diesel,Manual,25.44,936,57.6,5,CHEVROLET,BEAT,DIESEL LT
7.75,4.0,Dealer,49.0,First Owner,CNG,Manual,17.5,1373,80.46,7,MARUTI,ERTIGA,VXI CNG
5.45,4.0,Dealer,24.0,First Owner,Petrol,Automatic,20.89,1197,81.8,5,MARUTI,IGNIS,DELTA AMT
8.35,3.0,Dealer,39.0,First Owner,Diesel,Manual,21.14,1498,103.52,5,SKODA,RAPID,1.5 TDI AMBITION
3.25,10.0,Dealer,71.0,First Owner,Petrol,Manual,16.8,1497,116.4,5,HONDA,CITY,S
6.95,3.0,Dealer,19.0,First Owner,Petrol,Automatic,22.0,1197,81.8,5,MARUTI,SWIFT,AMT ZXI BSIV
9.5,4.0,Dealer,24.0,First Owner,Diesel,Manual,21.9,1498,98.6,7,HONDA,BRV,I-DTEC VX MT
7.0,5.0,Dealer,58.0,First Owner,Petrol,Manual,17.4,1497,117.3,5,HONDA,CITY,I VTEC SV
6.32,2.0,Individual,20.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,DZIRE VXI 1.2
7.31,8.0,Dealer,63.5,First Owner,Diesel,Automatic,17.2,1968,138.1,5,SKODA,SUPERB,ELEGANCE 2.0 TDI CR AT
12.5,4.0,Individual,30.0,First Owner,Diesel,Manual,17.6,2179,153.86,7,TATA,HEXA,XT
1.5,8.0,Individual,70.0,First Owner,Petrol,Manual,16.2,995,62.1,5,CHEVROLET,SPARK,1.0 LS
12.0,3.0,Dealer,47.0,First Owner,Diesel,Automatic,17.6,2179,153.86,7,TATA,HEXA,XMA
3.96,7.0,Individual,60.0,First Owner,Petrol,Manual,18.9,1197,82.0,5,HYUNDAI,GRAND,I10 MAGNA
4.16,7.0,Individual,165.0,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI SPORTZ
5.4,5.0,Dealer,55.371,First Owner,Petrol,Manual,19.1,1197,82.0,5,HYUNDAI,XCENT,1.2 KAPPA SX
4.5,9.0,Individual,77.775,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
7.0,4.0,Individual,60.0,First Owner,Diesel,Manual,27.39,1248,74.0,5,MARUTI,BALENO,DELTA 1.3
1.1,7.0,Individual,70.0,First Owner,Diesel,Manual,25.0,1396,69.0,5,TATA,INDICA,ELS
4.5,4.0,Individual,70.0,First Owner,Diesel,Manual,19.09,1405,69.01,5,TATA,INDIGO,LX (TDI) BS-III
13.35,4.0,Dealer,17.55,First Owner,Diesel,Manual,19.67,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI SX OPTION
21.5,7.0,Dealer,76.0,First Owner,Diesel,Automatic,17.68,1968,174.33,5,AUDI,A6,2.0 TDI PREMIUM PLUS
21.5,7.0,Dealer,66.0,First Owner,Diesel,Automatic,18.56,1995,190.0,5,BMW,X3,XDRIVE20D XLINE
18.5,5.0,Dealer,59.0,First Owner,Petrol,Automatic,14.67,1798,177.46,5,SKODA,SUPERB,LK 1.8 TSI AT
58.0,2.0,Dealer,27.0,First Owner,Diesel,Automatic,17.9,2143,201.15,5,MERCEDES-BENZ,GLE,CLASS 250D
7.25,5.0,Dealer,47.0,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,VDI PLUS SHVS
